cow_id,date,days_in_lactation,body_temp_c,activity_index,rumination_min,milk_yield_l,ambient_temp_c,humidity_pct,thi,health_status,alert_flag
COW_27,2025-06-19,43,38.5,57.2,552.9,34.12,24.9,72.6,23.4,Healthy,0
COW_28,2025-06-19,199,38.72,48.8,496.9,20.6,29.2,59.0,25.9,Healthy,0
COW_29,2025-06-19,109,38.69,57.6,446.6,25.84,25.5,75.5,24.0,Healthy,0
COW_30,2025-06-19,192,38.95,62.5,509.6,29.46,26.3,72.5,24.5,Healthy,0
COW_01,2025-06-20,45,38.34,61.9,424.8,34.74,27.6,67.9,25.3,Healthy,0
COW_02,2025-06-20,213,38.47,44.5,511.8,27.73,27.4,73.7,25.5,Healthy,0
COW_03,2025-06-20,70,38.77,53.7,488.9,29.41,26.9,68.4,24.7,Healthy,0
COW_04,2025-06-20,67,38.82,61.2,512.8,21.16,27.2,70.8,25.1,Healthy,0
COW_05,2025-06-20,128,38.3,41.3,462.5,17.05,26.1,59.2,23.5,Healthy,0
COW_06,2025-06-20,207,38.49,69.3,466.0,23.36,25.7,71.4,24.0,Healthy,0
COW_07,2025-06-20,232,38.82,58.3,510.1,34.85,26.3,61.1,23.8,Healthy,0
COW_08,2025-06-20,195,38.53,48.0,527.1,33.04,27.7,56.1,24.5,Healthy,0
COW_09,2025-06-20,199,38.6,55.4,492.7,36.38,27.0,81.6,25.8,Healthy,0
COW_10,2025-06-20,260,38.6,52.2,505.2,26.62,26.5,54.8,23.6,Healthy,0
COW_11,2025-06-20,158,38.75,45.8,434.5,29.47,27.6,64.6,25.1,Healthy,0
COW_12,2025-06-20,59,38.44,48.1,459.1,18.76,26.0,67.4,24.0,Healthy,0
COW_13,2025-06-20,148,38.54,53.4,450.5,29.09,26.8,79.4,25.4,Healthy,0
COW_14,2025-06-20,129,38.4,52.6,454.9,34.41,29.5,74.9,27.5,Healthy,0
COW_15,2025-06-20,197,38.77,58.7,537.3,27.3,27.3,59.7,24.4,Healthy,0
COW_16,2025-06-20,92,38.38,68.6,467.6,32.61,27.3,61.7,24.6,Healthy,0
COW_17,2025-06-20,68,38.57,54.3,516.4,28.61,21.9,69.4,20.7,Healthy,0
COW_18,2025-06-20,51,38.7,64.5,457.8,31.62,27.3,82.0,26.1,Healthy,0
COW_19,2025-06-20,75,38.58,53.9,476.9,37.31,27.4,79.3,25.9,Healthy,0
COW_20,2025-06-20,246,38.88,44.2,481.8,34.05,27.2,73.3,25.4,Healthy,0
COW_21,2025-06-20,106,38.55,53.5,502.8,23.78,24.9,66.4,22.9,Healthy,0
COW_22,2025-06-20,225,38.71,45.2,481.7,21.48,22.8,63.5,21.1,Healthy,0
COW_23,2025-06-20,39,38.49,60.9,493.1,31.49,26.5,57.7,23.7,Healthy,0
COW_24,2025-06-20,169,38.8,59.9,433.1,26.13,23.4,56.9,21.3,Healthy,0
COW_25,2025-06-20,226,38.64,46.1,495.1,23.76,24.6,44.8,21.6,Healthy,0
COW_26,2025-06-20,106,38.87,48.5,487.6,23.61,26.2,63.8,23.9,Healthy,0
COW_27,2025-06-20,44,38.6,65.3,544.1,31.17,26.4,88.2,25.6,Healthy,0
COW_28,2025-06-20,200,38.5,41.9,477.3,18.31,26.5,75.0,24.9,Healthy,0
COW_29,2025-06-20,110,38.81,64.1,472.8,25.65,26.6,70.8,24.6,Healthy,0
COW_30,2025-06-20,193,38.84,52.3,494.6,29.2,24.6,69.0,22.9,Healthy,0
COW_01,2025-06-21,46,38.59,55.1,411.9,31.31,26.1,54.0,23.1,Healthy,0
COW_02,2025-06-21,214,38.53,47.0,512.1,28.55,28.1,50.3,24.4,Healthy,0
COW_03,2025-06-21,71,38.49,56.8,470.0,27.23,26.6,65.7,24.3,Healthy,0
COW_04,2025-06-21,68,38.63,62.0,509.5,21.69,25.0,55.5,22.4,Healthy,0
COW_05,2025-06-21,129,38.43,45.8,488.1,19.52,29.0,56.5,25.5,Healthy,0
COW_06,2025-06-21,208,38.54,65.3,464.0,26.04,24.6,71.2,23.0,Healthy,0
COW_07,2025-06-21,233,38.73,76.7,545.9,36.03,27.9,76.8,26.2,Healthy,0
COW_08,2025-06-21,196,38.56,53.2,524.3,34.07,27.3,42.1,23.2,Healthy,0
COW_09,2025-06-21,200,38.5,61.1,495.8,33.64,27.8,75.1,26.0,Healthy,0
COW_10,2025-06-21,261,38.58,56.9,485.6,26.7,29.5,80.9,28.0,Healthy,0
COW_11,2025-06-21,159,38.86,42.9,456.1,31.51,28.1,44.0,23.9,Healthy,0
COW_12,2025-06-21,60,38.46,49.6,449.7,21.54,28.3,69.9,26.0,Healthy,0
COW_13,2025-06-21,149,39.9,48.8,434.6,14.59,27.1,56.1,24.1,Mastitis,1
COW_14,2025-06-21,130,38.68,47.4,446.8,33.99,25.5,69.0,23.6,Healthy,0
COW_15,2025-06-21,198,38.66,54.9,513.6,27.57,29.6,52.8,25.7,Healthy,0
COW_16,2025-06-21,93,38.43,69.9,476.6,33.75,23.7,52.9,21.3,Healthy,0
COW_17,2025-06-21,69,38.45,47.5,500.6,28.32,24.2,70.6,22.6,Healthy,0
COW_18,2025-06-21,52,38.48,70.1,462.1,29.42,24.0,70.5,22.5,Healthy,0
COW_19,2025-06-21,76,38.69,52.5,482.4,34.37,28.9,58.8,25.6,Healthy,0
COW_20,2025-06-21,247,38.88,41.6,469.5,36.57,27.5,69.5,25.3,Healthy,0
COW_21,2025-06-21,107,38.37,53.7,498.8,22.64,26.8,40.9,22.8,Healthy,0
COW_22,2025-06-21,226,38.51,48.4,500.0,22.33,27.3,53.0,24.0,Healthy,0
COW_23,2025-06-21,40,38.7,54.5,496.2,34.07,25.2,54.7,22.5,Healthy,0
COW_24,2025-06-21,170,38.72,65.6,422.1,25.5,29.1,78.4,27.4,Healthy,0
COW_25,2025-06-21,227,38.53,59.9,498.7,20.43,29.3,47.2,25.0,Healthy,0
COW_26,2025-06-21,107,38.79,42.3,498.1,22.35,25.1,63.1,23.0,Healthy,0
COW_27,2025-06-21,45,38.66,57.0,567.4,34.81,24.6,76.0,23.3,Healthy,0
COW_28,2025-06-21,201,38.82,49.7,520.0,19.24,24.2,73.4,22.8,Healthy,0
COW_29,2025-06-21,111,38.91,58.3,443.6,23.88,26.2,46.3,22.7,Healthy,0
COW_30,2025-06-21,194,39.03,50.9,502.5,25.71,26.1,79.7,24.8,Healthy,0
COW_01,2025-06-22,47,38.51,59.9,399.4,31.18,27.4,71.7,25.4,Healthy,0
COW_02,2025-06-22,215,38.45,38.5,482.9,31.06,28.3,59.2,25.2,Healthy,0
COW_03,2025-06-22,72,38.61,57.7,464.6,28.78,26.0,64.6,23.8,Healthy,0
COW_04,2025-06-22,69,38.7,60.8,489.1,22.55,27.8,69.9,25.6,Healthy,0
COW_05,2025-06-22,130,38.39,49.2,502.3,17.03,26.4,75.9,24.9,Healthy,0
COW_06,2025-06-22,209,38.37,67.9,486.0,24.23,27.2,60.5,24.4,Healthy,0
COW_07,2025-06-22,234,38.7,52.6,530.5,35.68,25.5,63.6,23.3,Healthy,0
COW_08,2025-06-22,197,38.51,46.7,520.4,35.39,26.8,55.9,23.8,Healthy,0
COW_09,2025-06-22,201,38.49,56.8,466.8,34.11,28.5,61.3,25.5,Healthy,0
COW_10,2025-06-22,262,38.53,60.5,478.5,28.79,26.4,61.6,23.9,Healthy,0
COW_11,2025-06-22,160,38.81,47.4,457.9,31.66,27.3,62.6,24.7,Healthy,0
COW_12,2025-06-22,61,38.58,51.0,435.1,20.02,27.5,67.7,25.2,Healthy,0
COW_13,2025-06-22,150,39.84,41.4,437.5,14.62,22.9,74.9,21.7,Mastitis,1
COW_14,2025-06-22,131,38.64,46.8,472.4,34.29,24.3,64.6,22.4,Healthy,0
COW_15,2025-06-22,199,38.88,49.4,534.3,28.68,27.5,57.4,24.4,Healthy,0
COW_16,2025-06-22,94,38.53,58.4,451.0,32.65,24.8,71.2,23.1,Healthy,0
COW_17,2025-06-22,70,38.62,54.8,490.5,26.23,28.4,52.9,24.8,Healthy,0
COW_18,2025-06-22,53,38.56,69.2,466.1,27.86,28.0,55.6,24.7,Healthy,0
COW_19,2025-06-22,77,38.74,58.1,502.4,35.96,27.9,64.9,25.3,Healthy,0
COW_20,2025-06-22,248,38.8,47.3,480.7,36.33,24.7,64.1,22.7,Healthy,0
COW_21,2025-06-22,108,38.57,58.3,491.4,24.27,26.6,63.7,24.2,Healthy,0
COW_22,2025-06-22,227,38.64,47.0,503.8,24.64,24.4,61.9,22.3,Healthy,0
COW_23,2025-06-22,41,38.61,49.0,481.9,34.44,27.7,55.0,24.4,Healthy,0
COW_24,2025-06-22,171,38.72,65.0,434.3,23.66,26.7,74.8,25.0,Healthy,0
COW_25,2025-06-22,228,38.5,52.2,492.1,23.68,28.3,54.2,24.9,Healthy,0
COW_26,2025-06-22,108,38.91,49.7,489.1,22.69,27.9,45.8,23.9,Healthy,0
COW_27,2025-06-22,46,38.51,59.3,561.4,35.43,25.8,51.3,22.8,Healthy,0
COW_28,2025-06-22,202,38.48,43.4,495.7,19.62,26.6,55.6,23.7,Healthy,0
COW_29,2025-06-22,112,38.97,61.9,458.8,24.79,28.5,56.1,25.1,Healthy,0
COW_30,2025-06-22,195,38.86,59.5,498.7,26.94,27.0,65.5,24.6,Healthy,0
COW_01,2025-06-23,48,38.64,75.6,427.7,31.22,23.9,67.1,22.2,Healthy,0
COW_02,2025-06-23,216,38.34,33.6,497.2,32.64,27.8,60.5,24.9,Healthy,0
COW_03,2025-06-23,73,38.71,48.5,495.6,29.49,24.3,49.3,21.6,Healthy,0
COW_04,2025-06-23,70,38.84,65.5,486.0,25.04,26.3,73.4,24.6,Healthy,0
COW_05,2025-06-23,131,38.45,44.6,480.0,18.59,27.6,63.0,24.9,Healthy,0
COW_06,2025-06-23,210,38.56,65.6,450.6,23.06,27.4,58.9,24.5,Healthy,0
COW_07,2025-06-23,235,38.65,70.3,544.6,35.44,28.1,64.7,25.4,Healthy,0
COW_08,2025-06-23,198,38.46,47.6,522.9,34.57,28.7,56.3,25.3,Healthy,0
COW_09,2025-06-23,202,38.47,58.0,484.8,35.29,28.2,55.7,24.9,Healthy,0
COW_10,2025-06-23,263,38.62,57.5,483.6,24.76,28.2,80.5,26.7,Healthy,0
COW_11,2025-06-23,161,38.84,45.4,476.6,29.96,27.0,66.5,24.7,Healthy,0
COW_12,2025-06-23,62,38.37,50.8,469.2,20.9,25.0,83.8,24.1,Healthy,0
COW_13,2025-06-23,151,38.45,53.5,434.4,30.39,29.6,67.9,26.9,Healthy,0
COW_14,2025-06-23,132,38.63,57.1,449.4,35.38,27.4,54.5,24.2,Healthy,0
COW_15,2025-06-23,200,38.77,59.0,547.2,28.95,25.8,67.7,23.8,Healthy,0
COW_16,2025-06-23,95,38.67,63.7,447.8,29.14,26.6,65.1,24.3,Healthy,0
COW_17,2025-06-23,71,38.65,53.8,502.0,25.14,26.9,69.9,24.9,Healthy,0
COW_18,2025-06-23,54,38.58,79.9,494.3,26.95,26.3,68.4,24.3,Healthy,0
COW_19,2025-06-23,78,38.55,59.0,495.3,35.22,28.0,64.5,25.4,Healthy,0
COW_20,2025-06-23,249,38.91,36.6,457.8,33.93,28.0,66.3,25.5,Healthy,0
COW_21,2025-06-23,109,38.48,55.6,465.5,20.06,25.5,77.1,24.1,Healthy,0
COW_22,2025-06-23,228,38.51,44.7,485.3,21.12,28.7,56.2,25.3,Healthy,0
COW_23,2025-06-23,42,38.51,50.0,525.1,34.54,26.5,69.6,24.5,Healthy,0
COW_24,2025-06-23,172,38.96,59.9,459.7,22.09,26.0,58.4,23.4,Healthy,0
COW_25,2025-06-23,229,38.62,56.8,449.8,18.63,28.7,63.6,25.8,Healthy,0
COW_26,2025-06-23,109,38.92,39.4,475.8,22.78,30.4,78.4,28.5,Healthy,0
COW_27,2025-06-23,47,38.56,49.6,556.5,35.5,28.0,73.3,26.0,Healthy,0
COW_28,2025-06-23,203,40.0,43.0,488.2,12.69,25.3,58.5,22.8,Mastitis,1
COW_29,2025-06-23,113,39.57,55.1,426.1,21.51,33.4,73.4,29.8,Heat_Stress,1
COW_30,2025-06-23,196,39.08,52.8,481.5,28.12,25.6,74.0,24.0,Healthy,0
COW_01,2025-06-24,49,38.36,58.9,412.3,32.49,28.9,66.3,26.3,Healthy,0
COW_02,2025-06-24,217,38.53,40.6,500.9,29.16,27.2,71.3,25.2,Healthy,0
COW_03,2025-06-24,74,38.68,52.4,483.2,29.35,27.7,72.6,25.7,Healthy,0
COW_04,2025-06-24,71,38.7,57.1,473.9,22.26,25.0,72.7,23.4,Healthy,0
COW_05,2025-06-24,132,38.39,44.0,473.1,19.96,31.7,50.8,27.0,Healthy,0
COW_06,2025-06-24,211,38.48,60.0,468.2,24.31,27.7,72.7,25.7,Healthy,0
COW_07,2025-06-24,236,38.74,56.9,500.6,34.68,27.8,74.7,26.0,Healthy,0
COW_08,2025-06-24,199,38.5,53.7,495.2,34.6,26.5,62.0,24.0,Healthy,0
COW_09,2025-06-24,203,38.49,57.6,507.2,37.86,26.3,72.5,24.5,Healthy,0
COW_10,2025-06-24,264,38.6,67.5,471.5,27.48,25.9,63.2,23.6,Healthy,0
COW_11,2025-06-24,162,39.05,45.1,473.8,32.9,27.2,63.3,24.7,Healthy,0
COW_12,2025-06-24,63,38.57,56.7,457.1,20.23,26.2,82.0,25.1,Healthy,0
COW_13,2025-06-24,152,38.57,60.9,410.2,28.69,26.2,67.5,24.1,Healthy,0
COW_14,2025-06-24,133,38.46,57.8,472.4,34.62,29.6,73.5,27.4,Healthy,0
COW_15,2025-06-24,201,39.09,54.8,542.6,27.12,27.3,70.0,25.2,Healthy,0
COW_16,2025-06-24,96,38.63,68.3,454.0,31.66,27.8,73.0,25.8,Healthy,0
COW_17,2025-06-24,72,38.41,57.1,504.8,26.74,28.6,47.4,24.5,Healthy,0
COW_18,2025-06-24,55,38.52,62.5,477.8,29.19,30.2,63.0,27.0,Healthy,0
COW_19,2025-06-24,79,38.64,53.2,479.3,39.02,29.7,72.1,27.3,Healthy,0
COW_20,2025-06-24,250,38.73,44.1,462.4,36.82,26.7,58.6,24.0,Healthy,0
COW_21,2025-06-24,110,38.58,57.7,476.7,20.14,28.7,47.6,24.6,Healthy,0
COW_22,2025-06-24,229,38.48,38.7,479.7,19.62,27.3,63.7,24.7,Healthy,0
COW_23,2025-06-24,43,38.43,51.1,500.0,33.86,27.2,67.0,24.9,Healthy,0
COW_24,2025-06-24,173,38.91,62.5,447.0,25.19,27.4,69.3,25.2,Healthy,0
COW_25,2025-06-24,230,38.4,83.2,427.1,21.61,25.0,80.1,23.9,Estrus,0
COW_26,2025-06-24,110,38.91,50.6,469.1,23.79,26.5,58.5,23.8,Healthy,0
COW_27,2025-06-24,48,38.59,71.8,552.2,34.31,26.7,72.7,24.8,Healthy,0
COW_28,2025-06-24,204,39.87,29.9,494.2,11.55,28.4,59.0,25.2,Mastitis,1
COW_29,2025-06-24,114,38.73,54.9,458.8,25.01,26.6,70.0,24.6,Healthy,0
COW_30,2025-06-24,197,38.89,56.2,479.4,28.67,26.6,54.9,23.6,Healthy,0
COW_01,2025-06-25,50,38.43,55.8,396.3,31.97,27.4,79.1,25.9,Healthy,0
COW_02,2025-06-25,218,38.52,51.8,495.0,30.36,30.0,57.2,26.3,Healthy,0
COW_03,2025-06-25,75,38.57,47.6,468.3,29.82,29.4,61.5,26.2,Healthy,0
COW_04,2025-06-25,72,38.84,55.2,505.6,21.43,26.6,71.2,24.7,Healthy,0
COW_05,2025-06-25,133,38.43,39.8,491.9,19.23,28.7,74.4,26.7,Healthy,0
COW_06,2025-06-25,212,38.57,68.8,466.9,23.36,26.7,82.7,25.6,Healthy,0
COW_07,2025-06-25,237,38.88,70.7,518.4,33.93,28.2,85.3,27.1,Healthy,0
COW_08,2025-06-25,200,38.39,46.4,548.8,32.43,25.8,54.6,22.9,Healthy,0
COW_09,2025-06-25,204,38.5,65.9,475.7,37.99,26.5,81.1,25.3,Healthy,0
COW_10,2025-06-25,265,38.6,60.7,463.0,25.16,25.4,68.9,23.6,Healthy,0
COW_11,2025-06-25,163,38.86,45.3,472.2,31.4,27.9,56.0,24.6,Healthy,0
COW_12,2025-06-25,64,38.68,58.9,459.8,19.28,29.4,58.3,26.0,Healthy,0
COW_13,2025-06-25,153,38.5,59.5,430.8,23.11,27.8,70.1,25.6,Healthy,0
COW_14,2025-06-25,134,38.67,47.7,480.5,34.94,26.9,59.7,24.2,Healthy,0
COW_15,2025-06-25,202,38.88,50.5,508.5,29.72,29.3,77.1,27.4,Healthy,0
COW_16,2025-06-25,97,38.6,68.0,447.6,31.09,28.3,60.6,25.3,Healthy,0
COW_17,2025-06-25,73,38.58,62.7,525.1,28.29,27.1,59.9,24.3,Healthy,0
COW_18,2025-06-25,56,38.64,63.2,456.6,30.29,29.1,57.3,25.7,Healthy,0
COW_19,2025-06-25,80,38.55,54.0,518.2,35.89,26.6,80.0,25.2,Healthy,0
COW_20,2025-06-25,251,38.82,39.6,463.5,36.27,27.2,61.6,24.5,Healthy,0
COW_21,2025-06-25,111,38.55,56.3,487.9,21.74,24.8,58.6,22.4,Healthy,0
COW_22,2025-06-25,230,38.51,48.2,484.2,23.06,27.2,64.8,24.8,Healthy,0
COW_23,2025-06-25,44,38.58,53.7,494.0,32.54,27.9,68.3,25.5,Healthy,0
COW_24,2025-06-25,174,38.92,62.1,455.1,26.69,26.7,64.5,24.3,Healthy,0
COW_25,2025-06-25,231,38.5,56.1,457.9,22.22,25.5,64.4,23.4,Healthy,0
COW_26,2025-06-25,111,38.85,46.5,510.1,20.65,27.6,58.0,24.6,Healthy,0
COW_27,2025-06-25,49,38.52,68.4,553.1,35.83,28.4,64.7,25.7,Healthy,0
COW_28,2025-06-25,205,38.74,47.9,493.3,17.14,25.8,44.9,22.4,Healthy,0
COW_29,2025-06-25,115,38.96,50.3,449.0,25.27,28.7,63.4,25.8,Healthy,0
COW_30,2025-06-25,198,38.86,57.2,475.8,29.74,27.9,60.5,25.0,Healthy,0
COW_01,2025-06-26,51,38.46,65.9,414.0,30.93,26.2,59.2,23.6,Healthy,0
COW_02,2025-06-26,219,38.4,55.1,502.5,31.12,27.0,76.6,25.4,Healthy,0
COW_03,2025-06-26,76,38.43,45.0,472.2,28.55,27.0,65.3,24.7,Healthy,0
COW_04,2025-06-26,73,38.69,67.9,493.8,24.01,27.8,71.4,25.7,Healthy,0
COW_05,2025-06-26,134,38.42,49.2,448.1,21.55,28.2,73.6,26.2,Healthy,0
COW_06,2025-06-26,213,38.52,63.5,468.9,23.87,25.6,74.0,24.0,Healthy,0
COW_07,2025-06-26,238,38.87,68.4,527.5,33.13,28.8,56.2,25.4,Healthy,0
COW_08,2025-06-26,201,38.65,45.0,520.8,33.73,26.2,63.1,23.9,Healthy,0
COW_09,2025-06-26,205,38.64,51.7,484.8,37.17,29.2,64.4,26.4,Healthy,0
COW_10,2025-06-26,266,38.73,67.0,455.7,29.26,29.1,52.6,25.3,Healthy,0
COW_11,2025-06-26,164,38.8,57.3,456.7,29.89,29.8,67.3,27.0,Healthy,0
COW_12,2025-06-26,65,38.61,46.6,420.5,21.26,26.4,49.1,23.1,Healthy,0
COW_13,2025-06-26,154,38.56,56.4,453.7,28.19,28.3,73.4,26.3,Healthy,0
COW_14,2025-06-26,135,38.63,43.9,465.0,32.71,28.2,60.8,25.3,Healthy,0
COW_15,2025-06-26,203,39.02,55.0,516.0,30.26,28.7,57.1,25.4,Healthy,0
COW_16,2025-06-26,98,38.65,66.5,445.8,31.57,26.9,51.8,23.6,Healthy,0
COW_17,2025-06-26,74,38.52,57.3,491.4,28.84,30.9,64.5,27.7,Healthy,0
COW_18,2025-06-26,57,38.53,62.6,469.3,30.46,27.0,63.0,24.5,Healthy,0
COW_19,2025-06-26,81,38.59,64.4,476.5,37.2,30.8,65.2,27.7,Healthy,0
COW_20,2025-06-26,252,38.86,54.9,451.7,35.21,32.6,68.4,29.5,Healthy,0
COW_21,2025-06-26,112,38.53,52.7,499.0,21.01,28.1,66.3,25.6,Healthy,0
COW_22,2025-06-26,231,38.53,43.8,495.8,20.85,28.4,58.5,25.3,Healthy,0
COW_23,2025-06-26,45,38.59,48.6,483.4,33.78,29.9,66.2,27.0,Healthy,0
COW_24,2025-06-26,175,39.02,58.0,476.2,23.44,27.1,57.4,24.2,Healthy,0
COW_25,2025-06-26,232,38.42,48.7,499.5,21.82,28.0,48.9,24.2,Healthy,0
COW_26,2025-06-26,112,38.79,50.3,480.3,23.8,27.3,59.7,24.5,Healthy,0
COW_27,2025-06-26,50,38.58,61.1,566.4,33.41,26.6,62.3,24.1,Healthy,0
COW_28,2025-06-26,206,38.84,54.8,493.8,19.97,25.3,63.2,23.1,Healthy,0
COW_29,2025-06-26,116,38.72,62.5,482.6,26.43,26.4,67.2,24.3,Healthy,0
COW_30,2025-06-26,199,38.87,69.8,519.0,27.93,26.3,56.5,23.5,Healthy,0
COW_01,2025-06-27,52,38.66,56.9,434.0,31.35,29.2,68.1,26.6,Healthy,0
COW_02,2025-06-27,220,38.5,49.7,528.8,28.47,26.4,61.4,23.9,Healthy,0
COW_03,2025-06-27,77,38.65,58.7,474.6,28.1,28.5,52.7,24.9,Healthy,0
COW_04,2025-06-27,74,38.65,58.9,499.3,21.26,28.8,70.2,26.4,Healthy,0
COW_05,2025-06-27,135,38.27,39.4,485.5,19.14,28.2,73.7,26.2,Healthy,0
COW_06,2025-06-27,214,38.55,61.3,480.2,24.44,25.9,79.2,24.6,Healthy,0
COW_07,2025-06-27,239,38.69,62.3,557.2,33.93,24.1,69.0,22.5,Healthy,0
COW_08,2025-06-27,202,38.72,54.3,508.4,35.3,26.5,50.8,23.3,Healthy,0
COW_09,2025-06-27,206,38.58,60.6,494.7,34.06,26.6,66.9,24.4,Healthy,0
COW_10,2025-06-27,267,38.49,65.7,492.4,25.17,28.7,47.9,24.6,Healthy,0
COW_11,2025-06-27,165,38.95,45.9,454.6,30.8,25.7,64.3,23.5,Healthy,0
COW_12,2025-06-27,66,38.63,65.3,472.0,20.4,27.8,72.1,25.8,Healthy,0
COW_13,2025-06-27,155,38.56,52.5,392.5,27.01,28.9,62.2,25.9,Healthy,0
COW_14,2025-06-27,136,38.58,48.4,452.1,36.97,29.9,67.8,27.1,Healthy,0
COW_15,2025-06-27,204,38.74,56.8,518.0,28.19,29.4,71.1,27.0,Healthy,0
COW_16,2025-06-27,99,38.65,67.6,463.1,31.26,30.6,62.0,27.3,Healthy,0
COW_17,2025-06-27,75,38.41,47.9,515.1,27.61,29.1,60.7,25.9,Healthy,0
COW_18,2025-06-27,58,38.41,66.3,498.3,29.32,26.3,62.5,23.8,Healthy,0
COW_19,2025-06-27,82,38.56,49.7,513.7,35.26,27.6,55.1,24.4,Healthy,0
COW_20,2025-06-27,253,38.76,46.5,449.6,37.41,27.5,61.5,24.7,Healthy,0
COW_21,2025-06-27,113,38.7,55.9,496.3,22.57,28.4,53.0,24.8,Healthy,0
COW_22,2025-06-27,232,38.66,40.9,497.9,21.56,30.1,55.8,26.3,Healthy,0
COW_23,2025-06-27,46,38.53,55.6,481.4,35.14,28.1,59.6,25.1,Healthy,0
COW_24,2025-06-27,176,39.12,61.0,441.6,24.9,27.9,62.4,25.1,Healthy,0
COW_25,2025-06-27,233,38.47,56.6,477.7,18.5,28.1,67.9,25.7,Healthy,0
COW_26,2025-06-27,113,38.79,48.0,485.5,23.56,27.4,60.1,24.5,Healthy,0
COW_27,2025-06-27,51,38.36,64.0,542.5,33.39,28.8,71.7,26.5,Healthy,0
COW_28,2025-06-27,207,38.84,47.8,479.4,17.13,29.9,64.4,26.8,Healthy,0
COW_29,2025-06-27,117,38.77,57.7,460.6,27.84,28.2,73.3,26.1,Healthy,0
COW_30,2025-06-27,200,38.99,57.0,490.8,32.51,27.8,70.6,25.6,Healthy,0
COW_01,2025-06-28,53,38.43,60.8,411.6,33.37,27.2,55.2,24.1,Healthy,0
COW_02,2025-06-28,221,38.53,40.6,514.9,28.2,29.6,45.8,25.1,Healthy,0
COW_03,2025-06-28,78,38.72,54.0,482.5,31.77,26.9,81.5,25.7,Healthy,0
COW_04,2025-06-28,75,38.75,66.8,522.8,21.95,28.4,60.0,25.4,Healthy,0
COW_05,2025-06-28,136,38.22,48.5,483.4,18.86,25.7,69.0,23.8,Healthy,0
COW_06,2025-06-28,215,38.63,66.8,486.2,23.74,27.8,59.7,24.9,Healthy,0
COW_07,2025-06-28,240,38.65,63.0,532.0,34.05,29.1,52.7,25.3,Healthy,0
COW_08,2025-06-28,203,38.58,53.1,536.9,33.63,27.6,71.0,25.5,Healthy,0
COW_09,2025-06-28,207,38.7,64.9,504.4,36.43,29.0,59.7,25.8,Healthy,0
COW_10,2025-06-28,268,38.5,65.9,484.4,26.38,29.2,72.8,27.0,Healthy,0
COW_11,2025-06-28,166,38.93,55.9,460.7,27.55,27.7,86.9,26.8,Healthy,0
COW_12,2025-06-28,67,38.69,53.0,451.6,21.23,28.7,63.9,25.9,Healthy,0
COW_13,2025-06-28,156,38.6,57.7,448.4,27.28,28.6,69.0,26.2,Healthy,0
COW_14,2025-06-28,137,38.6,56.4,471.4,32.89,27.8,50.4,24.1,Healthy,0
COW_15,2025-06-28,205,38.98,44.7,524.4,29.28,25.6,59.8,23.1,Healthy,0
COW_16,2025-06-28,100,38.52,61.4,424.4,34.36,29.9,69.8,27.4,Healthy,0
COW_17,2025-06-28,76,38.63,53.8,492.5,27.1,26.1,80.9,24.9,Healthy,0
COW_18,2025-06-28,59,38.37,64.4,492.4,28.99,30.7,64.2,27.5,Healthy,0
COW_19,2025-06-28,83,38.75,61.3,497.0,34.69,30.2,62.1,26.9,Healthy,0
COW_20,2025-06-28,254,39.06,45.2,477.8,36.7,27.2,69.9,25.1,Healthy,0
COW_21,2025-06-28,114,38.34,58.5,490.9,23.54,27.1,76.9,25.5,Healthy,0
COW_22,2025-06-28,233,38.44,40.8,464.3,19.39,28.8,65.0,26.1,Healthy,0
COW_23,2025-06-28,47,38.55,51.8,518.1,32.88,28.1,69.6,25.8,Healthy,0
COW_24,2025-06-28,177,38.89,45.9,450.0,25.48,29.4,75.5,27.4,Healthy,0
COW_25,2025-06-28,234,38.66,51.0,441.2,20.24,26.2,70.9,24.4,Healthy,0
COW_26,2025-06-28,114,38.99,50.9,491.3,23.77,26.3,61.5,23.8,Healthy,0
COW_27,2025-06-28,52,38.35,59.3,568.0,33.79,29.9,58.4,26.4,Healthy,0
COW_28,2025-06-28,208,38.49,42.6,468.7,19.57,28.2,61.0,25.2,Healthy,0
COW_29,2025-06-28,118,38.93,61.2,460.7,28.01,28.6,85.8,27.5,Healthy,0
COW_30,2025-06-28,201,38.94,56.1,503.1,28.24,29.9,60.3,26.5,Healthy,0
COW_01,2025-06-29,54,38.32,61.9,445.2,32.94,27.8,67.3,25.4,Healthy,0
COW_02,2025-06-29,222,38.41,40.0,492.9,29.38,27.7,63.0,25.0,Healthy,0
COW_03,2025-06-29,79,38.66,47.1,485.8,27.78,26.8,68.2,24.7,Healthy,0
COW_04,2025-06-29,76,38.69,56.2,525.3,23.06,27.6,74.5,25.8,Healthy,0
COW_05,2025-06-29,137,38.15,46.8,460.9,19.24,27.8,74.4,25.9,Healthy,0
COW_06,2025-06-29,216,38.62,69.2,462.6,22.31,28.1,64.4,25.5,Healthy,0
COW_07,2025-06-29,241,38.67,66.3,524.1,32.05,28.9,74.0,26.9,Healthy,0
COW_08,2025-06-29,204,38.52,45.3,496.9,34.5,29.6,55.4,25.9,Healthy,0
COW_09,2025-06-29,208,38.56,52.7,473.9,36.5,28.2,70.5,26.0,Healthy,0
COW_10,2025-06-29,269,38.66,64.6,500.4,28.23,28.3,65.7,25.7,Healthy,0
